1850,501
2439,501
3025,499
3628,497
1894,881
2450,884
3008,884
3579,884
1935,1220
2464,1227
2995,1226
3538,1227
1970,1530
2475,1542
2984,1538
3501,1540
1966,1679
2473,1685
2981,1690
3500,1696
1906,1896
2445,1900
2991,1908
3548,1916
1825,2142
2416,2147
3005,2156
3611,2176
1735,2432
2379,2443
3023,2457
3683,2474
