2083,424
2556,441
3050,459
3578,480
2124,746
2574,772
3048,797
3552,822
2162,1039
2588,1073
3048,1103
3528,1135
2194,1306
2602,1347
3044,1380
3508,1416
2176,1436
2593,1468
3028,1518
3488,1571
2036,1597
2508,1644
2970,1695
3456,1746
1950,1780
2410,1833
2902,1893
3422,1955
1808,1980
2303,2050
2824,2120
3381,2193
