0,0,274
0,118,274
0,236,274
0,354,274.5
0,0,192
0,118,192
0,236,192.5
0,354,192.5
0,0,110.5
0,118,110.5
0,236,111
0,354,110.5
0,0,29
0,118,29
0,236,29.5
0,354,29.5
23,0,0
23.5,118,0
24,236.5,0
24,354,0
105,0,0
105,118,0
105.5,236.5,0
105.5,354,0
185.5,0,0
185,118,0
185,236,0
186.5,354,0
268,0,0
268,118,0
268,236,0
268.5,354,0
